Threads = 1n[0.00668
, 0.00603
, 0.00174
, 0.00188
, 0.00224
, 0.00316
, 0.00447
, 0.00677
, 0.00672
, 0.00568
, 0.00183
, 0.00185
, 0.00185
, 0.00184
, 0.00179
, 0.00175
, 0.00670
, 0.00675
, 0.00474
, 0.00477
, 0.00474
, 0.00474
, 0.00477
, 0.00480
, 0.00479
, 0.00287
, 0.00211
, 0.00182
, 0.00172
, 0.00177
]nnThreads = 6n[0.00082
, 0.00071
, 0.00068
, 0.00083
, 0.00070
, 0.00062
, 0.00072
, 0.00072
, 0.00069
, 0.00074
, 0.00068
, 0.00069
, 0.00072
, 0.00071
, 0.00072
, 0.00068
, 0.00069
, 0.00075
, 0.00069
, 0.00061
, 0.00067
, 0.00077
, 0.00088
, 0.00066
, 0.00074
, 0.00071
, 0.00076
, 0.00076
, 0.00069
, 0.00076
]nnThreads = 12n[0.00083
, 0.00102
, 0.00072
, 0.00078
, 0.00096
, 0.00058
, 0.00108
, 0.00080
, 0.00105
, 0.00064
, 0.00101
, 0.00083
, 0.00087
, 0.00080
, 0.00060
, 0.00068
, 0.00073
, 0.00058
, 0.00063
, 0.00075
, 0.00064
, 0.00070
, 0.00057
, 0.00087
, 0.00067
, 0.00059
, 0.00101
, 0.00062
, 0.00067
, 0.00064
]nnThreads = 18n[0.00114
, 0.00100
, 0.00110
, 0.00306
, 0.00263
, 0.00281
, 0.00250
, 0.00248
, 0.00246
, 0.00206
, 0.00245
, 0.00289
, 0.00238
, 0.00263
, 0.00238
, 0.00267
, 0.00237
, 0.00320
, 0.00236
, 0.00247
, 0.00259
, 0.00179
, 0.00200
, 0.00162
, 0.00187
, 0.00162
, 0.00179
, 0.00240
, 0.00252
, 0.00281
]nnThreads = 24n[0.00287
, 0.00294
, 0.00262
, 0.00304
, 0.00287
, 0.00285
, 0.00252
, 0.00262
, 0.00266
, 0.00296
, 0.00300
, 0.00258
, 0.00269
, 0.00321
, 0.00269
, 0.00246
, 0.00258
, 0.00297
, 0.00257
, 0.00279
, 0.00274
, 0.00288
, 0.00287
, 0.00250
, 0.00213
, 0.00196
, 0.00234
, 0.00174
, 0.00210
, 0.00183
]nn
